序号,学校名称,所在省,机构/学校编号,所在地市,主管部门,办学层次,办学性质,机构/学校标签,备注2,,,,,,,
1575,郑州黄河护理职业学院,河南省,HN_123,郑州市,河南省教育厅,专科,民办,,,,,,,,,
1576,河南医学高等专科学校,河南省,HN_124,郑州市,河南省,专科,公办,,,,,,,,,
1577,郑州财税金融职业学院,河南省,HN_125,郑州市,河南省,专科,公办,,,,,,,,,
1578,南阳农业职业学院,河南省,HN_126,南阳市,河南省,专科,公办,,,,,,,,,
1579,洛阳科技职业学院,河南省,HN_127,洛阳市,河南省教育厅,专科,民办,,,,,,,,,
1580,鹤壁能源化工职业学院,河南省,HN_128,鹤壁市,河南省教育厅,专科,民办,,,,,,,,,
1581,平顶山文化艺术职业学院,河南省,HN_129,平顶山市,河南省教育厅,专科,民办,,,,,,,,,
1582,濮阳医学高等专科学校,河南省,HN_130,濮阳市,河南省,专科,公办,,,,,,,,,
1583,驻马店幼儿师范高等专科学校,河南省,HN_131,驻马店市,河南省,专科,公办,,,,,,,,,
1584,三门峡社会管理职业学院,河南省,HN_132,三门峡市,河南省,专科,公办,,,,,,,,,
1585,河南轻工职业学院,河南省,HN_133,郑州市,河南省,专科,公办,,,,,,,,,
1586,河南测绘职业学院,河南省,HN_134,郑州市,河南省,专科,公办,,,,,,,,,
1587,武汉大学,湖北省,HB_001,武汉市,教育部,本科,公办,211/985,湖北省（129所）,,,,,,,
1588,华中科技大学,湖北省,HB_002,武汉市,教育部,本科,公办,211/985,,,,,,,,
1589,武汉科技大学,湖北省,HB_003,武汉市,湖北省,本科,公办,,,,,,,,,
1590,长江大学,湖北省,HB_004,荆州市,湖北省,本科,公办,,,,,,,,,
1591,武汉工程大学,湖北省,HB_005,武汉市,湖北省,本科,公办,,,,,,,,,
1592,中国地质大学（武汉）,湖北省,HB_006,武汉市,教育部,本科,公办,211,,,,,,,,
1593,武汉纺织大学,湖北省,HB_007,武汉市,湖北省,本科,公办,,,,,,,,,
1594,武汉轻工大学,湖北省,HB_008,武汉市,湖北省,本科,公办,,,,,,,,,
1595,武汉理工大学,湖北省,HB_009,武汉市,教育部,本科,公办,211,,,,,,,,
1596,湖北工业大学,湖北省,HB_010,武汉市,湖北省,本科,公办,,,,,,,,,
1597,华中农业大学,湖北省,HB_011,武汉市,教育部,本科,公办,,,,,,,,,
1598,湖北中医药大学,湖北省,HB_012,武汉市,湖北省,本科,公办,,,,,,,,,
1599,华中师范大学,湖北省,HB_013,武汉市,教育部,本科,公办,211,,,,,,,,
1600,湖北大学,湖北省,HB_014,武汉市,湖北省,本科,公办,,,,,,,,,
1601,湖北师范大学,湖北省,HB_015,黄石市,湖北省,本科,公办,,,,,,,,,
1602,黄冈师范学院,湖北省,HB_016,黄冈市,湖北省,本科,公办,,,,,,,,,
1603,湖北民族学院,湖北省,HB_017,恩施土家族苗族自治州,湖北省,本科,公办,,,,,,,,,
1604,汉江师范学院,湖北省,HB_018,十堰市,湖北省,本科,公办,,,,,,,,,
1605,湖北文理学院,湖北省,HB_019,襄阳市,湖北省,本科,公办,,,,,,,,,
1606,中南财经政法大学,湖北省,HB_020,武汉市,教育部,本科,公办,211,,,,,,,,
1607,武汉体育学院,湖北省,HB_021,武汉市,湖北省,本科,公办,,,,,,,,,
1608,湖北美术学院,湖北省,HB_022,武汉市,湖北省,本科,公办,,,,,,,,,
1609,中南民族大学,湖北省,HB_023,武汉市,国家民委,本科,公办,,,,,,,,,
1610,湖北汽车工业学院,湖北省,HB_024,十堰市,湖北省,本科,公办,,,,,,,,,
1611,湖北工程学院,湖北省,HB_025,孝感市,湖北省,本科,公办,,,,,,,,,
1612,湖北理工学院,湖北省,HB_026,黄石市,湖北省,本科,公办,,,,,,,,,
1613,湖北科技学院,湖北省,HB_027,咸宁市,湖北省,本科,公办,,,,,,,,,
1614,湖北医药学院,湖北省,HB_028,十堰市,湖北省,本科,公办,,,,,,,,,
1615,江汉大学,湖北省,HB_029,武汉市,湖北省,本科,公办,,,,,,,,,
1616,三峡大学,湖北省,HB_030,宜昌市,湖北省,本科,公办,,,,,,,,,
1617,湖北警官学院,湖北省,HB_031,武汉市,湖北省,本科,公办,,,,,,,,,
1618,荆楚理工学院,湖北省,HB_032,荆门市,湖北省,本科,公办,,,,,,,,,
1619,武汉音乐学院,湖北省,HB_033,武汉市,湖北省,本科,公办,,,,,,,,,
1620,湖北经济学院,湖北省,HB_034,武汉市,湖北省,本科,公办,,,,,,,,,
1621,武汉商学院,湖北省,HB_035,武汉市,湖北省,本科,公办,,,,,,,,,
1622,武汉东湖学院,湖北省,HB_036,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1623,汉口学院,湖北省,HB_037,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1624,武昌首义学院,湖北省,HB_038,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1625,武昌理工学院,湖北省,HB_039,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1626,武汉生物工程学院,湖北省,HB_040,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1627,武汉晴川学院,湖北省,HB_041,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1628,湖北大学知行学院,湖北省,HB_042,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1629,武汉科技大学城市学院,湖北省,HB_043,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1630,三峡大学科技学院,湖北省,HB_044,宜昌市,湖北省教育厅,本科,民办,,,,,,,,,
1631,江汉大学文理学院,湖北省,HB_045,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1632,湖北工业大学工程技术学院,湖北省,HB_046,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1633,"武汉工程大学邮电与信息工程
学院",湖北省,HB_047,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1634,武汉纺织大学外经贸学院,湖北省,HB_048,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1635,武昌工学院,湖北省,HB_049,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1636,武汉工商学院,湖北省,HB_050,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1637,长江大学工程技术学院,湖北省,HB_051,荆州市,湖北省教育厅,本科,民办,,,,,,,,,
1638,长江大学文理学院,湖北省,HB_052,荆州市,湖北省教育厅,本科,民办,,,,,,,,,
1639,湖北商贸学院,湖北省,HB_053,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1640,湖北汽车工业学院科技学院,湖北省,HB_054,十堰市,湖北省教育厅,本科,民办,,,,,,,,,
1641,湖北医药学院药护学院,湖北省,HB_055,十堰市,湖北省教育厅,本科,民办,,,,,,,,,
1642,湖北民族学院科技学院,湖北省,HB_056,恩施土家族苗族自治州,湖北省教育厅,本科,民办,,,,,,,,,
1643,湖北经济学院法商学院,湖北省,HB_057,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1644,武汉体育学院体育科技学院,湖北省,HB_058,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1645,湖北师范大学文理学院,湖北省,HB_059,黄石市,湖北省教育厅,本科,民办,,,,,,,,,
1646,湖北文理学院理工学院,湖北省,HB_060,襄阳市,湖北省教育厅,本科,民办,,,,,,,,,
1647,湖北工程学院新技术学院,湖北省,HB_061,孝感市,湖北省教育厅,本科,民办,,,,,,,,,
1648,文华学院,湖北省,HB_062,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1649,武汉学院,湖北省,HB_063,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1650,武汉工程科技学院,湖北省,HB_064,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1651,武汉华夏理工学院,湖北省,HB_065,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1652,武汉传媒学院,湖北省,HB_066,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1653,武汉设计工程学院,湖北省,HB_067,武汉市,湖北省教育厅,本科,民办,,,,,,,,,
1654,湖北第二师范学院,湖北省,HB_068,武汉市,湖北省,本科,公办,,,,,,,,,
1655,武汉职业技术学院,湖北省,HB_069,武汉市,湖北省,专科,公办,,,,,,,,,
1656,黄冈职业技术学院,湖北省,HB_070,黄冈市,湖北省,专科,公办,,,,,,,,,
1657,长江职业学院,湖北省,HB_071,武汉市,湖北省,专科,公办,,,,,,,,,
1658,荆州理工职业学院,湖北省,HB_072,荆州市,湖北省,专科,公办,,,,,,,,,
1659,湖北工业职业技术学院,湖北省,HB_073,十堰市,湖北省,专科,公办,,,,,,,,,
1660,鄂州职业大学,湖北省,HB_074,鄂州市,湖北省,专科,公办,,,,,,,,,
1661,武汉城市职业学院,湖北省,HB_075,武汉市,湖北省,专科,公办,,,,,,,,,
1662,湖北职业技术学院,湖北省,HB_076,孝感市,湖北省,专科,公办,,,,,,,,,
1663,武汉船舶职业技术学院,湖北省,HB_077,武汉市,湖北省,专科,公办,,,,,,,,,
1664,恩施职业技术学院,湖北省,HB_078,恩施土家族苗族自治州,湖北省,专科,公办,,,,,,,,,
1665,襄阳职业技术学院,湖北省,HB_079,襄阳市,湖北省,专科,公办,,,,,,,,,
1666,武汉工贸职业学院,湖北省,HB_080,武汉市,湖北省教育厅,专科,民办,,,,,,,,,
1667,荆州职业技术学院,湖北省,HB_081,荆州市,湖北省,专科,公办,,,,,,,,,
1668,武汉工程职业技术学院,湖北省,HB_082,武汉市,湖北省,专科,公办,,,,,,,,,
1669,仙桃职业学院,湖北省,HB_083,仙桃市,湖北省,专科,公办,,,,,,,,,
1670,湖北轻工职业技术学院,湖北省,HB_084,武汉市,湖北省,专科,公办,,,,,,,,,
1671,湖北交通职业技术学院,湖北省,HB_085,武汉市,湖北省,专科,公办,,,,,,,,,
1672,湖北中医药高等专科学校,湖北省,HB_086,荆州市,湖北省,专科,公办,,,,,,,,,
1673,武汉航海职业技术学院,湖北省,HB_087,武汉市,湖北省,专科,公办,,,,,,,,,
1674,武汉铁路职业技术学院,湖北省,HB_088,武汉市,湖北省,专科,公办,,,,,,,,,
1675,武汉软件工程职业学院,湖北省,HB_089,武汉市,湖北省,专科,公办,,,,,,,,,
1676,湖北三峡职业技术学院,湖北省,HB_090,宜昌市,湖北省,专科,公办,,,,,,,,,
1677,随州职业技术学院,湖北省,HB_091,随州市,湖北省,专科,公办,,,,,,,,,
1678,武汉电力职业技术学院,湖北省,HB_092,武汉市,湖北省,专科,公办,,,,,,,,,
1679,湖北水利水电职业技术学院,湖北省,HB_093,武汉市,湖北省,专科,公办,,,,,,,,,
1680,湖北城市建设职业技术学院,湖北省,HB_094,武汉市,湖北省,专科,公办,,,,,,,,,
1681,武汉警官职业学院,湖北省,HB_095,武汉市,湖北省,专科,公办,,,,,,,,,
1682,湖北生物科技职业学院,湖北省,HB_096,武汉市,湖北省,专科,公办,,,,,,,,,
1683,湖北开放职业学院,湖北省,HB_097,武汉市,湖北省教育厅,专科,民办,,,,,,,,,
1684,武汉科技职业学院,湖北省,HB_098,武汉市,湖北省教育厅,专科,民办,,,,,,,,,
1685,武汉外语外事职业学院,湖北省,HB_099,武汉市,湖北省教育厅,专科,民办,,,,,,,,,
1686,武汉信息传播职业技术学院,湖北省,HB_100,武汉市,湖北省教育厅,专科,民办,,,,,,,,,
1687,武昌职业学院,湖北省,HB_101,武汉市,湖北省教育厅,专科,民办,,,,,,,,,
1688,武汉商贸职业学院,湖北省,HB_102,武汉市,湖北省教育厅,专科,民办,,,,,,,,,
1689,湖北艺术职业学院,湖北省,HB_103,武汉市,湖北省,专科,公办,,,,,,,,,
1690,武汉交通职业学院,湖北省,HB_104,武汉市,湖北省,专科,公办,,,,,,,,,
1691,咸宁职业技术学院,湖北省,HB_105,咸宁市,湖北省,专科,公办,,,,,,,,,
1692,长江工程职业技术学院,湖北省,HB_106,武汉市,湖北省,专科,公办,,,,,,,,,
1693,江汉艺术职业学院,湖北省,HB_107,潜江市,湖北省,专科,公办,,,,,,,,,
1694,武汉工业职业技术学院,湖北省,HB_108,武汉市,湖北省,专科,公办,,,,,,,,,
1695,武汉民政职业学院,湖北省,HB_109,武汉市,湖北省,专科,公办,,,,,,,,,
1696,鄂东职业技术学院,湖北省,HB_110,黄冈市,湖北省,专科,公办,,,,,,,,,
1697,湖北财税职业学院,湖北省,HB_111,武汉市,湖北省,专科,公办,,,,,,,,,
1698,黄冈科技职业学院,湖北省,HB_112,黄冈市,湖北省教育厅,专科,民办,,,,,,,,,
1699,湖北国土资源职业学院,湖北省,HB_113,武汉市,湖北省,专科,公办,,,,,,,,,
1700,湖北生态工程职业技术学院,湖北省,HB_114,武汉市,湖北省,专科,公办,,,,,,,,,
1701,三峡电力职业学院,湖北省,HB_115,宜昌市,湖北省,专科,公办,,,,,,,,,
1702,湖北科技职业学院,湖北省,HB_116,武汉市,湖北省,专科,公办,,,,,,,,,
1703,湖北青年职业学院,湖北省,HB_117,武汉市,湖北省,专科,公办,,,,,,,,,
1704,湖北工程职业学院,湖北省,HB_118,黄石市,湖北省,专科,公办,,,,,,,,,
1705,三峡旅游职业技术学院,湖北省,HB_119,宜昌市,湖北省,专科,公办,,,,,,,,,
1706,天门职业学院,湖北省,HB_120,天门市,湖北省,专科,公办,,,,,,,,,
1707,湖北体育职业学院,湖北省,HB_121,武汉市,湖北省,专科,公办,,,,,,,,,
1708,襄阳汽车职业技术学院,湖北省,HB_122,襄阳市,湖北省,专科,公办,,,,,,,,,
1709,湖北幼儿师范高等专科学校,湖北省,HB_123,武汉市,湖北省,专科,公办,,,,,,,,,
1710,湖北铁道运输职业学院,湖北省,HB_124,武汉市,湖北省,专科,公办,,,,,,,,,
1711,武汉海事职业学院,湖北省,HB_125,武汉市,湖北省,专科,公办,,,,,,,,,
1712,长江艺术工程职业学院,湖北省,HB_126,荆州市,湖北省教育厅,专科,民办,,,,,,,,,
1713,荆门职业学院,湖北省,HB_127,荆门市,湖北省,专科,公办,,,,,,,,,
1714,武汉铁路桥梁职业学院,湖北省,HB_128,武汉市,湖北省,专科,公办,,,,,,,,,
1715,武汉光谷职业学院,湖北省,HB_129,武汉市,湖北省教育厅,专科,民办,,,,,,,,,
1716,湘潭大学,湖南省,HN_001,湘潭市,湖南省,本科,公办,,湖南省（124所）,,,,,,,
1717,吉首大学,湖南省,HN_002,湘西土家族苗族自治州,湖南省,本科,公办,,,,,,,,,
1718,湖南大学,湖南省,HN_003,长沙市,教育部,本科,公办,211/985,,,,,,,,
1719,中南大学,湖南省,HN_004,长沙市,教育部,本科,公办,211/985,,,,,,,,
1720,湖南科技大学,湖南省,HN_005,湘潭市,湖南省,本科,公办,,,,,,,,,
1721,长沙理工大学,湖南省,HN_006,长沙市,湖南省,本科,公办,,,,,,,,,
1722,湖南农业大学,湖南省,HN_007,长沙市,湖南省,本科,公办,,,,,,,,,
1723,中南林业科技大学,湖南省,HN_008,长沙市,湖南省,本科,公办,,,,,,,,,
1724,湖南中医药大学,湖南省,HN_009,长沙市,湖南省,本科,公办,,,,,,,,,
1725,湖南师范大学,湖南省,HN_010,长沙市,湖南省,本科,公办,,,,,,,,,
1726,湖南理工学院,湖南省,HN_011,岳阳市,湖南省,本科,公办,,,,,,,,,
1727,湘南学院,湖南省,HN_012,郴州市,湖南省,本科,公办,,,,,,,,,
1728,衡阳师范学院,湖南省,HN_013,衡阳市,湖南省,本科,公办,,,,,,,,,
1729,邵阳学院,湖南省,HN_014,邵阳市,湖南省,本科,公办,,,,,,,,,
1730,怀化学院,湖南省,HN_015,怀化市,湖南省,本科,公办,,,,,,,,,
1731,湖南文理学院,湖南省,HN_016,常德市,湖南省,本科,公办,,,,,,,,,
1732,湖南科技学院,湖南省,HN_017,永州市,湖南省,本科,公办,,,,,,,,,
1733,湖南人文科技学院,湖南省,HN_018,娄底市,湖南省,本科,公办,,,,,,,,,
1734,湖南商学院,湖南省,HN_019,长沙市,湖南省,本科,公办,,,,,,,,,
1735,南华大学,湖南省,HN_020,衡阳市,湖南省,本科,公办,,,,,,,,,
1736,长沙医学院,湖南省,HN_021,长沙市,湖南省教育厅,本科,民办,,,,,,,,,
1737,长沙学院,湖南省,HN_022,长沙市,湖南省,本科,公办,,,,,,,,,
1738,湖南工程学院,湖南省,HN_023,湘潭市,湖南省,本科,公办,,,,,,,,,
1739,湖南城市学院,湖南省,HN_024,益阳市,湖南省,本科,公办,,,,,,,,,
1740,湖南工学院,湖南省,HN_025,衡阳市,湖南省,本科,公办,,,,,,,,,
1741,湖南财政经济学院,湖南省,HN_026,长沙市,湖南省,本科,公办,,,,,,,,,
1742,湖南警察学院,湖南省,HN_027,长沙市,湖南省,本科,公办,,,,,,,,,
1743,湖南工业大学,湖南省,HN_028,株洲市,湖南省,本科,公办,,,,,,,,,
1744,湖南女子学院,湖南省,HN_029,长沙市,湖南省,本科,公办,,,,,,,,,
1745,湖南第一师范学院,湖南省,HN_030,长沙市,湖南省,本科,公办,,,,,,,,,
1746,湖南医药学院,湖南省,HN_031,怀化市,湖南省,本科,公办,,,,,,,,,
1747,湖南涉外经济学院,湖南省,HN_032,长沙市,湖南省教育厅,本科,民办,,,,,,,,,
1748,湘潭大学兴湘学院,湖南省,HN_033,湘潭市,湖南省教育厅,本科,民办,,,,,,,,,
1749,湖南工业大学科技学院,湖南省,HN_034,株洲市,湖南省教育厅,本科,民办,,,,,,,,,
1750,湖南科技大学潇湘学院,湖南省,HN_035,湘潭市,湖南省教育厅,本科,民办,,,,,,,,,
1751,南华大学船山学院,湖南省,HN_036,衡阳市,湖南省教育厅,本科,民办,,,,,,,,,
1752,湖南商学院北津学院,湖南省,HN_037,长沙市,湖南省教育厅,本科,民办,,,,,,,,,
1753,湖南师范大学树达学院,湖南省,HN_038,长沙市,湖南省教育厅,本科,民办,,,,,,,,,
1754,湖南农业大学东方科技学院,湖南省,HN_039,长沙市,湖南省教育厅,本科,民办,,,,,,,,,
1755,中南林业科技大学涉外学院,湖南省,HN_040,长沙市,湖南省教育厅,本科,民办,,,,,,,,,
1756,湖南文理学院芙蓉学院,湖南省,HN_041,常德市,湖南省教育厅,本科,民办,,,,,,,,,
1757,湖南理工学院南湖学院,湖南省,HN_042,岳阳市,湖南省教育厅,本科,民办,,,,,,,,,
1758,衡阳师范学院南岳学院,湖南省,HN_043,衡阳市,湖南省教育厅,本科,民办,,,,,,,,,
1759,湖南工程学院应用技术学院,湖南省,HN_044,湘潭市,湖南省教育厅,本科,民办,,,,,,,,,
1760,湖南中医药大学湘杏学院,湖南省,HN_045,长沙市,湖南省教育厅,本科,民办,,,,,,,,,
1761,吉首大学张家界学院,湖南省,HN_046,张家界市,湖南省教育厅,本科,民办,,,,,,,,,
1762,长沙理工大学城南学院,湖南省,HN_047,长沙市,湖南省教育厅,本科,民办,,,,,,,,,
