序号,学校名称,所在省,机构/学校编号,所在地市,主管部门,办学层次,办学性质,机构/学校标签,备注2,,,,,,,
1278,江西建设职业技术学院,江西省,JX_071,南昌市,江西省,专科,公办,,,,,,,,,
1279,抚州职业技术学院,江西省,JX_072,抚州市,江西省,专科,公办,,,,,,,,,
1280,江西中医药高等专科学校,江西省,JX_073,抚州市,江西省,专科,公办,,,,,,,,,
1281,江西先锋软件职业技术学院,江西省,JX_074,南昌市,江西省教育厅,专科,民办,,,,,,,,,
1282,江西经济管理职业学院,江西省,JX_075,南昌市,江西省,专科,公办,,,,,,,,,
1283,江西制造职业技术学院,江西省,JX_076,南昌市,江西省,专科,公办,,,,,,,,,
1284,江西工程职业学院,江西省,JX_077,南昌市,江西省,专科,公办,,,,,,,,,
1285,江西青年职业学院,江西省,JX_078,南昌市,江西省,专科,公办,,,,,,,,,
1286,上饶职业技术学院,江西省,JX_079,上饶市,江西省,专科,公办,,,,,,,,,
1287,江西航空职业技术学院,江西省,JX_080,南昌市,江西省,专科,公办,,,,,,,,,
1288,江西农业工程职业学院,江西省,JX_081,宜春市,江西省,专科,公办,,,,,,,,,
1289,赣西科技职业学院,江西省,JX_082,新余市,江西省教育厅,专科,民办,,,,,,,,,
1290,江西卫生职业学院,江西省,JX_083,南昌市,江西省,专科,公办,,,,,,,,,
1291,江西新能源科技职业学院,江西省,JX_084,新余市,江西省教育厅,专科,民办,,,,,,,,,
1292,江西枫林涉外经贸职业学院,江西省,JX_085,九江市,江西省教育厅,专科,民办,,,,,,,,,
1293,江西泰豪动漫职业学院,江西省,JX_086,南昌市,江西省教育厅,专科,民办,,,,,,,,,
1294,江西冶金职业技术学院,江西省,JX_087,新余市,江西省,专科,公办,,,,,,,,,
1295,江西管理职业学院,江西省,JX_088,南昌市,江西省,专科,公办,,,,,,,,,
1296,江西传媒职业学院,江西省,JX_089,南昌市,江西省,专科,公办,,,,,,,,,
1297,江西工商职业技术学院,江西省,JX_090,南昌市,江西省教育厅,专科,民办,,,,,,,,,
1298,景德镇陶瓷职业技术学院,江西省,JX_091,景德镇市,江西省教育厅,专科,民办,,,,,,,,,
1299,共青科技职业学院,江西省,JX_092,九江市,江西省教育厅,专科,民办,,,,,,,,,
1300,赣州师范高等专科学校,江西省,JX_093,赣州市,江西省,专科,公办,,,,,,,,,
1301,江西水利职业学院,江西省,JX_094,南昌市,江西省,专科,公办,,,,,,,,,
1302,宜春幼儿师范高等专科学校,江西省,JX_095,宜春市,江西省,专科,公办,,,,,,,,,
1303,吉安职业技术学院,江西省,JX_096,吉安市,江西省,专科,公办,,,,,,,,,
1304,江西洪州职业学院,江西省,JX_097,宜春市,江西省教育厅,专科,民办,,,,,,,,,
1305,江西师范高等专科学校,江西省,JX_098,鹰潭市,江西省       ,专科,公办,,,,,,,,,
1306,南昌影视传播职业学院,江西省,JX_099,南昌市,江西省教育厅,专科,民办,,,,,,,,,
1307,赣南卫生健康职业学院,江西省,JX_100,赣州市,江西省,专科,公办,,,,,,,,,
1308,山东大学,山东省,SD_001,济南市,教育部,本科,公办,211/985,山东省（145所）,,,,,,,
1309,中国海洋大学,山东省,SD_002,青岛市,教育部,本科,公办,211,,,,,,,,
1310,山东科技大学,山东省,SD_003,青岛市,山东省,本科,公办,,,,,,,,,
1311,中国石油大学（华东）,山东省,SD_004,青岛市,教育部,本科,公办,211,,,,,,,,
1312,青岛科技大学,山东省,SD_005,青岛市,山东省,本科,公办,,,,,,,,,
1313,济南大学,山东省,SD_006,济南市,山东省,本科,公办,,,,,,,,,
1314,青岛理工大学,山东省,SD_007,青岛市,山东省,本科,公办,,,,,,,,,
1315,山东建筑大学,山东省,SD_008,济南市,山东省,本科,公办,,,,,,,,,
1316,齐鲁工业大学,山东省,SD_009,济南市,山东省,本科,公办,,,,,,,,,
1317,山东理工大学,山东省,SD_010,淄博市,山东省,本科,公办,,,,,,,,,
1318,山东农业大学,山东省,SD_011,泰安市,山东省,本科,公办,,,,,,,,,
1319,青岛农业大学,山东省,SD_012,青岛市,山东省,本科,公办,,,,,,,,,
1320,潍坊医学院,山东省,SD_013,潍坊市,山东省,本科,公办,,,,,,,,,
1321,泰山医学院,山东省,SD_014,泰安市,山东省,本科,公办,,,,,,,,,
1322,滨州医学院,山东省,SD_015,滨州市,山东省,本科,公办,,,,,,,,,
1323,山东中医药大学,山东省,SD_016,济南市,山东省,本科,公办,,,,,,,,,
1324,济宁医学院,山东省,SD_017,济宁市,山东省,本科,公办,,,,,,,,,
1325,山东师范大学,山东省,SD_018,济南市,山东省,本科,公办,,,,,,,,,
1326,曲阜师范大学,山东省,SD_019,济宁市,山东省,本科,公办,,,,,,,,,
1327,聊城大学,山东省,SD_020,聊城市,山东省,本科,公办,,,,,,,,,
1328,德州学院,山东省,SD_021,德州市,山东省,本科,公办,,,,,,,,,
1329,滨州学院,山东省,SD_022,滨州市,山东省,本科,公办,,,,,,,,,
1330,鲁东大学,山东省,SD_023,烟台市,山东省,本科,公办,,,,,,,,,
1331,临沂大学,山东省,SD_024,临沂市,山东省,本科,公办,,,,,,,,,
1332,泰山学院,山东省,SD_025,泰安市,山东省,本科,公办,,,,,,,,,
1333,济宁学院,山东省,SD_026,济宁市,山东省,本科,公办,,,,,,,,,
1334,菏泽学院,山东省,SD_027,菏泽市,山东省,本科,公办,,,,,,,,,
1335,山东财经大学,山东省,SD_028,济南市,山东省,本科,公办,,,,,,,,,
1336,山东体育学院,山东省,SD_029,济南市,山东省,本科,公办,,,,,,,,,
1337,山东艺术学院,山东省,SD_030,济南市,山东省,本科,公办,,,,,,,,,
1338,齐鲁医药学院,山东省,SD_031,淄博市,山东省教育厅,本科,民办,,,,,,,,,
1339,青岛滨海学院,山东省,SD_032,青岛市,山东省教育厅,本科,民办,,,,,,,,,
1340,枣庄学院,山东省,SD_033,枣庄市,山东省,本科,公办,,,,,,,,,
1341,山东工艺美术学院,山东省,SD_034,济南市,山东省,本科,公办,,,,,,,,,
1342,青岛大学,山东省,SD_035,青岛市,山东省,本科,公办,,,,,,,,,
1343,烟台大学,山东省,SD_036,烟台市,山东省,本科,公办,,,,,,,,,
1344,潍坊学院,山东省,SD_037,潍坊市,山东省,本科,公办,,,,,,,,,
1345,山东警察学院,山东省,SD_038,济南市,山东省,本科,公办,,,,,,,,,
1346,山东交通学院,山东省,SD_039,济南市,山东省,本科,公办,,,,,,,,,
1347,山东工商学院,山东省,SD_040,烟台市,山东省,本科,公办,,,,,,,,,
1348,山东女子学院,山东省,SD_041,济南市,山东省,本科,公办,,,,,,,,,
1349,烟台南山学院,山东省,SD_042,烟台市,山东省教育厅,本科,民办,,,,,,,,,
1350,潍坊科技学院,山东省,SD_043,潍坊市,山东省教育厅,本科,民办,,,,,,,,,
1351,山东英才学院,山东省,SD_044,济南市,山东省教育厅,本科,民办,,,,,,,,,
1352,青岛恒星科技学院,山东省,SD_045,青岛市,山东省教育厅,本科,民办,,,,,,,,,
1353,青岛黄海学院,山东省,SD_046,青岛市,山东省教育厅,本科,民办,,,,,,,,,
1354,山东现代学院,山东省,SD_047,济南市,山东省教育厅,本科,民办,,,,,,,,,
1355,山东协和学院,山东省,SD_048,济南市,山东省教育厅,本科,民办,,,,,,,,,
1356,烟台大学文经学院,山东省,SD_049,烟台市,山东省教育厅,本科,民办,,,,,,,,,
1357,聊城大学东昌学院,山东省,SD_050,聊城市,山东省教育厅,本科,民办,,,,,,,,,
1358,青岛理工大学琴岛学院,山东省,SD_051,青岛市,山东省教育厅,本科,民办,,,,,,,,,
1359,山东师范大学历山学院,山东省,SD_052,济南市,山东省教育厅,本科,民办,,,,,,,,,
1360,山东财经大学燕山学院,山东省,SD_053,济南市,山东省教育厅,本科,民办,,,,,,,,,
1361,中国石油大学胜利学院,山东省,SD_054,东营市,山东省教育厅,本科,民办,,,,,,,,,
1362,山东科技大学泰山科技学院,山东省,SD_055,泰安市,山东省教育厅,本科,民办,,,,,,,,,
1363,山东华宇工学院,山东省,SD_056,德州市,山东省教育厅,本科,民办,,,,,,,,,
1364,青岛工学院,山东省,SD_057,青岛市,山东省教育厅,本科,民办,,,,,,,,,
1365,青岛农业大学海都学院,山东省,SD_058,烟台市,山东省教育厅,本科,民办,,,,,,,,,
1366,齐鲁理工学院,山东省,SD_059,济南市,山东省教育厅,本科,民办,,,,,,,,,
1367,山东财经大学东方学院,山东省,SD_060,泰安市,山东省教育厅,本科,民办,,,,,,,,,
1368,济南大学泉城学院,山东省,SD_061,济南市,山东省教育厅,本科,民办,,,,,,,,,
1369,山东政法学院,山东省,SD_062,济南市,山东省,本科,公办,,,,,,,,,
1370,齐鲁师范学院,山东省,SD_063,济南市,山东省,本科,公办,,,,,,,,,
1371,山东青年政治学院,山东省,SD_064,济南市,山东省,本科,公办,,,,,,,,,
1372,"北京电影学院现代创意媒体
学院",山东省,SD_065,青岛市,山东省教育厅,本科,民办,,,,,,,,,
1373,山东管理学院,山东省,SD_066,济南市,山东省,本科,公办,,,,,,,,,
1374,山东农业工程学院,山东省,SD_067,济南市,山东省,本科,公办,,,,,,,,,
1375,山东医学高等专科学校,山东省,SD_068,临沂市,山东省,专科,公办,,,,,,,,,
1376,菏泽医学专科学校,山东省,SD_069,菏泽市,山东省,专科,公办,,,,,,,,,
1377,山东商业职业技术学院,山东省,SD_070,济南市,山东省,专科,公办,,,,,,,,,
1378,山东电力高等专科学校,山东省,SD_071,济南市,山东省,专科,公办,,,,,,,,,
1379,日照职业技术学院,山东省,SD_072,日照市,山东省,专科,公办,,,,,,,,,
1380,曲阜远东职业技术学院,山东省,SD_073,济宁市,山东省教育厅,专科,民办,,,,,,,,,
1381,青岛职业技术学院,山东省,SD_074,青岛市,山东省,专科,公办,,,,,,,,,
1382,威海职业学院,山东省,SD_075,威海市,山东省,专科,公办,,,,,,,,,
1383,山东职业学院,山东省,SD_076,济南市,山东省,专科,公办,,,,,,,,,
1384,山东劳动职业技术学院,山东省,SD_077,济南市,山东省,专科,公办,,,,,,,,,
1385,莱芜职业技术学院,山东省,SD_078,莱芜市,山东省,专科,公办,,,,,,,,,
1386,济宁职业技术学院,山东省,SD_079,济宁市,山东省,专科,公办,,,,,,,,,
1387,潍坊职业学院,山东省,SD_080,潍坊市,山东省,专科,公办,,,,,,,,,
1388,烟台职业学院,山东省,SD_081,烟台市,山东省,专科,公办,,,,,,,,,
1389,东营职业学院,山东省,SD_082,东营市,山东省,专科,公办,,,,,,,,,
1390,聊城职业技术学院,山东省,SD_083,聊城市,山东省,专科,公办,,,,,,,,,
1391,滨州职业学院,山东省,SD_084,滨州市,山东省,专科,公办,,,,,,,,,
1392,山东科技职业学院,山东省,SD_085,潍坊市,山东省,专科,公办,,,,,,,,,
1393,山东服装职业学院,山东省,SD_086,泰安市,山东省,专科,公办,,,,,,,,,
1394,德州科技职业学院,山东省,SD_087,德州市,山东省教育厅,专科,民办,,,,,,,,,
1395,山东力明科技职业学院,山东省,SD_088,泰安市,山东省教育厅,专科,民办,,,,,,,,,
1396,山东圣翰财贸职业学院,山东省,SD_089,济南市,山东省教育厅,专科,民办,,,,,,,,,
1397,山东水利职业学院,山东省,SD_090,日照市,山东省,专科,公办,,,,,,,,,
1398,山东畜牧兽医职业学院,山东省,SD_091,潍坊市,山东省,专科,公办,,,,,,,,,
1399,青岛飞洋职业技术学院,山东省,SD_092,青岛市,山东省教育厅,专科,民办,,,,,,,,,
1400,东营科技职业学院,山东省,SD_093,东营市,山东省教育厅,专科,民办,,,,,,,,,
1401,山东交通职业学院,山东省,SD_094,潍坊市,山东省,专科,公办,,,,,,,,,
1402,淄博职业学院,山东省,SD_095,淄博市,山东省,专科,公办,,,,,,,,,
1403,山东外贸职业学院,山东省,SD_096,青岛市,山东省,专科,公办,,,,,,,,,
1404,青岛酒店管理职业技术学院,山东省,SD_097,青岛市,山东省,专科,公办,,,,,,,,,
1405,山东信息职业技术学院,山东省,SD_098,潍坊市,山东省,专科,公办,,,,,,,,,
1406,青岛港湾职业技术学院,山东省,SD_099,青岛市,山东省,专科,公办,,,,,,,,,
1407,山东胜利职业学院,山东省,SD_100,东营市,山东省,专科,公办,,,,,,,,,
1408,山东经贸职业学院,山东省,SD_101,潍坊市,山东省,专科,公办,,,,,,,,,
1409,山东工业职业学院,山东省,SD_102,淄博市,山东省,专科,公办,,,,,,,,,
1410,山东化工职业学院,山东省,SD_103,淄博市,山东省,专科,公办,,,,,,,,,
1411,青岛求实职业技术学院,山东省,SD_104,青岛市,山东省教育厅,专科,民办,,,,,,,,,
1412,济南职业学院,山东省,SD_105,济南市,山东省,专科,公办,,,,,,,,,
1413,烟台工程职业技术学院,山东省,SD_106,烟台市,山东省,专科,公办,,,,,,,,,
1414,山东凯文科技职业学院,山东省,SD_107,济南市,山东省教育厅,专科,民办,,,,,,,,,
1415,山东外国语职业学院,山东省,SD_108,日照市,山东省教育厅,专科,民办,,,,,,,,,
1416,潍坊工商职业学院,山东省,SD_109,潍坊市,山东省教育厅,专科,民办,,,,,,,,,
1417,德州职业技术学院,山东省,SD_110,德州市,山东省,专科,公办,,,,,,,,,
1418,枣庄科技职业学院,山东省,SD_111,枣庄市,山东省,专科,公办,,,,,,,,,
1419,淄博师范高等专科学校,山东省,SD_112,淄博市,山东省,专科,公办,,,,,,,,,
1420,山东中医药高等专科学校,山东省,SD_113,烟台市,山东省,专科,公办,,,,,,,,,
1421,济南工程职业技术学院,山东省,SD_114,济南市,山东省,专科,公办,,,,,,,,,
1422,山东电子职业技术学院,山东省,SD_115,济南市,山东省,专科,公办,,,,,,,,,
1423,山东旅游职业学院,山东省,SD_116,济南市,山东省,专科,公办,,,,,,,,,
1424,山东铝业职业学院,山东省,SD_117,淄博市,山东省,专科,公办,,,,,,,,,
1425,山东杏林科技职业学院,山东省,SD_118,济南市,山东省教育厅,专科,民办,,,,,,,,,
1426,泰山职业技术学院,山东省,SD_119,泰安市,山东省,专科,公办,,,,,,,,,
1427,山东外事翻译职业学院,山东省,SD_120,威海市,山东省教育厅,专科,民办,,,,,,,,,
1428,山东药品食品职业学院,山东省,SD_121,威海市,山东省,专科,公办,,,,,,,,,
1429,山东商务职业学院,山东省,SD_122,烟台市,山东省,专科,公办,,,,,,,,,
1430,山东轻工职业学院,山东省,SD_123,淄博市,山东省,专科,公办,,,,,,,,,
1431,山东城市建设职业学院,山东省,SD_124,济南市,山东省,专科,公办,,,,,,,,,
1432,烟台汽车工程职业学院,山东省,SD_125,烟台市,山东省,专科,公办,,,,,,,,,
1433,山东司法警官职业学院,山东省,SD_126,济南市,山东省,专科,公办,,,,,,,,,
1434,菏泽家政职业学院,山东省,SD_127,菏泽市,山东省,专科,公办,,,,,,,,,
1435,山东传媒职业学院,山东省,SD_128,济南市,山东省,专科,公办,,,,,,,,,
1436,临沂职业学院,山东省,SD_129,临沂市,山东省,专科,公办,,,,,,,,,
1437,枣庄职业学院,山东省,SD_130,枣庄市,山东省,专科,公办,,,,,,,,,
1438,山东理工职业学院,山东省,SD_131,济宁市,山东省,专科,公办,,,,,,,,,
1439,山东文化产业职业学院,山东省,SD_132,烟台市,山东省教育厅,专科,民办,,,,,,,,,
1440,青岛远洋船员职业学院,山东省,SD_133,青岛市,山东省,专科,公办,,,,,,,,,
1441,济南幼儿师范高等专科学校,山东省,SD_134,济南市,山东省,专科,公办,,,,,,,,,
1442,济南护理职业学院,山东省,SD_135,济南市,山东省,专科,公办,,,,,,,,,
1443,泰山护理职业学院,山东省,SD_136,泰安市,山东省,专科,公办,,,,,,,,,
1444,山东海事职业学院,山东省,SD_137,潍坊市,山东省教育厅,专科,民办,,,,,,,,,
1445,潍坊护理职业学院,山东省,SD_138,潍坊市,山东省,专科,公办,,,,,,,,,
1446,潍坊工程职业学院,山东省,SD_139,潍坊市,山东省,专科,公办,,,,,,,,,
1447,菏泽职业学院,山东省,SD_140,菏泽市,山东省,专科,公办,,,,,,,,,
1448,山东艺术设计职业学院,山东省,SD_141,济南市,山东省教育厅,专科,民办,,,,,,,,,
1449,威海海洋职业学院,山东省,SD_142,威海市,山东省,专科,公办,,,,,,,,,
1450,山东特殊教育职业学院,山东省,SD_143,济南市,山东省,专科,公办,,,,,,,,,
1451,烟台黄金职业学院,山东省,SD_144,烟台市,山东省教育厅,专科,民办,,,,,,,,,
1452,日照航海工程职业学院,山东省,SD_145,日照市,山东省教育厅,专科,民办,,,,,,,,,
1453,华北水利水电大学,河南省,HN_001,郑州市,河南省,本科,公办,,河南省（134所）,,,,,,,
1454,郑州大学,河南省,HN_002,郑州市,河南省,本科,公办,211,,,,,,,,
1455,河南理工大学,河南省,HN_003,焦作市,河南省,本科,公办,,,,,,,,,
1456,郑州轻工业学院,河南省,HN_004,郑州市,河南省,本科,公办,,,,,,,,,
1457,河南工业大学,河南省,HN_005,郑州市,河南省,本科,公办,,,,,,,,,
1458,河南科技大学,河南省,HN_006,洛阳市,河南省,本科,公办,,,,,,,,,
1459,中原工学院,河南省,HN_007,郑州市,河南省,本科,公办,,,,,,,,,
1460,河南农业大学,河南省,HN_008,郑州市,河南省,本科,公办,,,,,,,,,
1461,河南科技学院,河南省,HN_009,新乡市,河南省,本科,公办,,,,,,,,,
1462,河南牧业经济学院,河南省,HN_010,郑州市,河南省,本科,公办,,,,,,,,,
1463,河南中医药大学,河南省,HN_011,郑州市,河南省,本科,公办,,,,,,,,,
1464,新乡医学院,河南省,HN_012,新乡市,河南省,本科,公办,,,,,,,,,
1465,河南大学,河南省,HN_013,开封市,河南省,本科,公办,,,,,,,,,
1466,河南师范大学,河南省,HN_014,新乡市,河南省,本科,公办,,,,,,,,,
1467,信阳师范学院,河南省,HN_015,信阳市,河南省,本科,公办,,,,,,,,,
1468,周口师范学院,河南省,HN_016,周口市,河南省,本科,公办,,,,,,,,,
1469,安阳师范学院,河南省,HN_017,安阳市,河南省,本科,公办,,,,,,,,,
1470,许昌学院,河南省,HN_018,许昌市,河南省,本科,公办,,,,,,,,,
1471,南阳师范学院,河南省,HN_019,南阳市,河南省,本科,公办,,,,,,,,,
1472,洛阳师范学院,河南省,HN_020,洛阳市,河南省,本科,公办,,,,,,,,,
1473,商丘师范学院,河南省,HN_021,商丘市,河南省,本科,公办,,,,,,,,,
1474,河南财经政法大学,河南省,HN_022,郑州市,河南省,本科,公办,,,,,,,,,
1475,郑州航空工业管理学院,河南省,HN_023,郑州市,河南省,本科,公办,,,,,,,,,
1476,黄淮学院,河南省,HN_024,驻马店市,河南省,本科,公办,,,,,,,,,
1477,平顶山学院,河南省,HN_025,平顶山市,河南省,本科,公办,,,,,,,,,
1478,郑州工程技术学院,河南省,HN_026,郑州市,河南省,本科,公办,,,,,,,,,
1479,洛阳理工学院,河南省,HN_027,洛阳市,河南省,本科,公办,,,,,,,,,
1480,新乡学院,河南省,HN_028,新乡市,河南省,本科,公办,,,,,,,,,
1481,信阳农林学院,河南省,HN_029,信阳市,河南省,本科,公办,,,,,,,,,
1482,河南工学院,河南省,HN_030,新乡市,河南省,本科,公办,,,,,,,,,
1483,安阳工学院,河南省,HN_031,安阳市,河南省,本科,公办,,,,,,,,,
1484,河南工程学院,河南省,HN_032,郑州市,河南省,本科,公办,,,,,,,,,
1485,河南财政金融学院,河南省,HN_033,郑州市,河南省,本科,公办,,,,,,,,,
1486,南阳理工学院,河南省,HN_034,南阳市,河南省,本科,公办,,,,,,,,,
1487,河南城建学院,河南省,HN_035,平顶山市,河南省,本科,公办,,,,,,,,,
1488,河南警察学院,河南省,HN_036,郑州市,河南省,本科,公办,,,,,,,,,
1489,黄河科技学院,河南省,HN_037,郑州市,河南省教育厅,本科,民办,,,,,,,,,
1490,铁道警察学院,河南省,HN_038,郑州市,公安部,本科,公办,,,,,,,,,
1491,郑州科技学院,河南省,HN_039,郑州市,河南省教育厅,本科,民办,,,,,,,,,
1492,郑州工业应用技术学院,河南省,HN_040,郑州市,河南省教育厅,本科,民办,,,,,,,,,
1493,郑州师范学院,河南省,HN_041,郑州市,河南省,本科,公办,,,,,,,,,
1494,郑州财经学院,河南省,HN_042,郑州市,河南省教育厅,本科,民办,,,,,,,,,
1495,黄河交通学院,河南省,HN_043,焦作市,河南省教育厅,本科,民办,,,,,,,,,
1496,商丘工学院,河南省,HN_044,商丘市,河南省教育厅,本科,民办,,,,,,,,,
1497,河南大学民生学院,河南省,HN_045,开封市,河南省教育厅,本科,民办,,,,,,,,,
1498,河南师范大学新联学院,河南省,HN_046,郑州市,河南省教育厅,本科,民办,,,,,,,,,
1499,信阳学院,河南省,HN_047,信阳市,河南省教育厅,本科,民办,,,,,,,,,
1500,安阳学院,河南省,HN_048,安阳市,河南省教育厅,本科,民办,,,,,,,,,
1501,新乡医学院三全学院,河南省,HN_049,新乡市,河南省教育厅,本科,民办,,,,,,,,,
1502,河南科技学院新科学院,河南省,HN_050,新乡市,河南省教育厅,本科,民办,,,,,,,,,
1503,郑州工商学院,河南省,HN_051,郑州市,河南省教育厅,本科,民办,,,,,,,,,
1504,中原工学院信息商务学院,河南省,HN_052,郑州市,河南省教育厅,本科,民办,,,,,,,,,
1505,商丘学院,河南省,HN_053,商丘市,河南省教育厅,本科,民办,,,,,,,,,
1506,郑州成功财经学院,河南省,HN_054,郑州市,河南省教育厅,本科,民办,,,,,,,,,
1507,郑州升达经贸管理学院,河南省,HN_055,郑州市,河南省教育厅,本科,民办,,,,,,,,,
1508,河南职业技术学院,河南省,HN_056,郑州市,河南省,专科,公办,,,,,,,,,
1509,漯河职业技术学院,河南省,HN_057,漯河市,河南省,专科,公办,,,,,,,,,
1510,三门峡职业技术学院,河南省,HN_058,三门峡市,河南省,专科,公办,,,,,,,,,
1511,郑州铁路职业技术学院,河南省,HN_059,郑州市,河南省,专科,公办,,,,,,,,,
1512,开封大学,河南省,HN_060,开封市,河南省,专科,公办,,,,,,,,,
1513,焦作大学,河南省,HN_061,焦作市,河南省,专科,公办,,,,,,,,,
1514,濮阳职业技术学院,河南省,HN_062,濮阳市,河南省,专科,公办,,,,,,,,,
1515,郑州电力高等专科学校,河南省,HN_063,郑州市,河南省,专科,公办,,,,,,,,,
1516,黄河水利职业技术学院,河南省,HN_064,开封市,河南省,专科,公办,,,,,,,,,
1517,许昌职业技术学院,河南省,HN_065,许昌市,河南省,专科,公办,,,,,,,,,
1518,河南工业和信息化职业学院,河南省,HN_066,焦作市,河南省,专科,公办,,,,,,,,,
1519,河南水利与环境职业学院,河南省,HN_067,郑州市,河南省,专科,公办,,,,,,,,,
1520,商丘职业技术学院,河南省,HN_068,商丘市,河南省,专科,公办,,,,,,,,,
1521,平顶山工业职业技术学院,河南省,HN_069,平顶山市,河南省,专科,公办,,,,,,,,,
1522,周口职业技术学院,河南省,HN_070,周口市,河南省,专科,公办,,,,,,,,,
1523,济源职业技术学院,河南省,HN_071,济源市,河南省,专科,公办,,,,,,,,,
1524,河南司法警官职业学院,河南省,HN_072,郑州市,河南省,专科,公办,,,,,,,,,
1525,鹤壁职业技术学院,河南省,HN_073,鹤壁市,河南省,专科,公办,,,,,,,,,
1526,河南工业职业技术学院,河南省,HN_074,南阳市,河南省,专科,公办,,,,,,,,,
1527,郑州澍青医学高等专科学校,河南省,HN_075,郑州市,河南省教育厅,专科,民办,,,,,,,,,
1528,焦作师范高等专科学校,河南省,HN_076,焦作市,河南省,专科,公办,,,,,,,,,
1529,河南检察职业学院,河南省,HN_077,郑州市,河南省,专科,公办,,,,,,,,,
1530,河南质量工程职业学院,河南省,HN_078,平顶山市,河南省,专科,公办,,,,,,,,,
1531,郑州信息科技职业学院,河南省,HN_079,郑州市,河南省,专科,公办,,,,,,,,,
1532,漯河医学高等专科学校,河南省,HN_080,漯河市,河南省,专科,公办,,,,,,,,,
1533,南阳医学高等专科学校,河南省,HN_081,南阳市,河南省,专科,公办,,,,,,,,,
1534,商丘医学高等专科学校,河南省,HN_082,商丘市,河南省,专科,公办,,,,,,,,,
1535,郑州电子信息职业技术学院,河南省,HN_083,郑州市,河南省教育厅,专科,民办,,,,,,,,,
1536,信阳职业技术学院,河南省,HN_084,信阳市,河南省,专科,公办,,,,,,,,,
1537,嵩山少林武术职业学院,河南省,HN_085,郑州市,河南省教育厅,专科,民办,,,,,,,,,
1538,郑州工业安全职业学院,河南省,HN_086,郑州市,河南省,专科,公办,,,,,,,,,
1539,永城职业学院,河南省,HN_087,商丘市,河南省,专科,公办,,,,,,,,,
1540,河南经贸职业学院,河南省,HN_088,郑州市,河南省,专科,公办,,,,,,,,,
1541,河南交通职业技术学院,河南省,HN_089,郑州市,河南省,专科,公办,,,,,,,,,
1542,河南农业职业学院,河南省,HN_090,郑州市,河南省,专科,公办,,,,,,,,,
1543,郑州旅游职业学院,河南省,HN_091,郑州市,河南省,专科,公办,,,,,,,,,
1544,郑州职业技术学院,河南省,HN_092,郑州市,河南省,专科,公办,,,,,,,,,
1545,河南信息统计职业学院,河南省,HN_093,郑州市,河南省,专科,公办,,,,,,,,,
1546,河南林业职业学院,河南省,HN_094,洛阳市,河南省,专科,公办,,,,,,,,,
1547,河南工业贸易职业学院,河南省,HN_095,郑州市,河南省,专科,公办,,,,,,,,,
1548,郑州电力职业技术学院,河南省,HN_096,郑州市,河南省教育厅,专科,民办,,,,,,,,,
1549,周口科技职业学院,河南省,HN_097,周口市,河南省教育厅,专科,民办,,,,,,,,,
1550,河南建筑职业技术学院,河南省,HN_098,郑州市,河南省,专科,公办,,,,,,,,,
1551,漯河食品职业学院,河南省,HN_099,漯河市,河南省教育厅,专科,民办,,,,,,,,,
1552,郑州城市职业学院,河南省,HN_100,郑州市,河南省教育厅,专科,民办,,,,,,,,,
1553,安阳职业技术学院,河南省,HN_101,安阳市,河南省,专科,公办,,,,,,,,,
1554,新乡职业技术学院,河南省,HN_102,新乡市,河南省,专科,公办,,,,,,,,,
1555,驻马店职业技术学院,河南省,HN_103,驻马店市,河南省,专科,公办,,,,,,,,,
1556,焦作工贸职业学院,河南省,HN_104,焦作市,河南省教育厅,专科,民办,,,,,,,,,
1557,许昌陶瓷职业学院,河南省,HN_105,许昌市,河南省教育厅,专科,民办,,,,,,,,,
1558,郑州理工职业学院,河南省,HN_106,郑州市,河南省教育厅,专科,民办,,,,,,,,,
1559,郑州信息工程职业学院,河南省,HN_107,郑州市,河南省教育厅,专科,民办,,,,,,,,,
1560,长垣烹饪职业技术学院,河南省,HN_108,新乡市,河南省教育厅,专科,民办,,,,,,,,,
1561,开封文化艺术职业学院,河南省,HN_109,开封市,河南省,专科,公办,,,,,,,,,
1562,河南应用技术职业学院,河南省,HN_110,郑州市,河南省,专科,公办,,,,,,,,,
1563,河南艺术职业学院,河南省,HN_111,郑州市,河南省,专科,公办,,,,,,,,,
1564,河南机电职业学院,河南省,HN_112,郑州市,河南省,专科,公办,,,,,,,,,
1565,河南护理职业学院,河南省,HN_113,安阳市,河南省,专科,公办,,,,,,,,,
1566,许昌电气职业学院,河南省,HN_114,许昌市,河南省,专科,公办,,,,,,,,,
1567,信阳涉外职业技术学院,河南省,HN_115,信阳市,河南省教育厅,专科,民办,,,,,,,,,
1568,鹤壁汽车工程职业学院,河南省,HN_116,鹤壁市,河南省教育厅,专科,民办,,,,,,,,,
1569,南阳职业学院,河南省,HN_117,南阳市,河南省教育厅,专科,民办,,,,,,,,,
1570,郑州商贸旅游职业学院,河南省,HN_118,郑州市,河南省教育厅,专科,民办,,,,,,,,,
1571,河南推拿职业学院,河南省,HN_119,洛阳市,河南省,专科,公办,,,,,,,,,
1572,洛阳职业技术学院,河南省,HN_120,洛阳市,河南省,专科,公办,,,,,,,,,
1573,郑州幼儿师范高等专科学校,河南省,HN_121,郑州市,河南省,专科,公办,,,,,,,,,
1574,安阳幼儿师范高等专科学校,河南省,HN_122,安阳市,河南省,专科,公办,,,,,,,,,
